"kTotal" "kWithin" "kOut" "kDiff"
"GENE:JGI_V11_100736" 2.75006922157226 1.16329410719347 1.5867751143788 -0.423481007185334
"GENE:JGI_V11_100757" 29.3662316230389 15.7212105785237 13.6450210445153 2.07618953400842
"GENE:JGI_V11_100771" 45.5922652043059 24.1246359967779 21.467629207528 2.65700678924987
"GENE:JGI_V11_100775" 2.40199382558778 0.178972936045138 2.22302088954264 -2.0440479534975
"GENE:JGI_V11_100783" 63.3767246417332 11.0533184613775 52.3234061803557 -41.2700877189783
"GENE:JGI_V11_100787" 8.78432611817662 4.51007873474818 4.27424738342844 0.235831351319746
"GENE:JGI_V11_100794" 254.767517403657 48.7332414779701 206.034275925687 -157.301034447717
"GENE:JGI_V11_100799" 52.6258396552563 16.21070210567 36.4151375495863 -20.2044354439163
"GENE:JGI_V11_100809" 131.843742694036 50.3712880890964 81.4724546049396 -31.1011665158433
"GENE:JGI_V11_100812" 2.54506919381234 0.559731869125235 1.9853373246871 -1.42560545556187
"GENE:JGI_V11_100816" 43.6727480193023 11.8447060559738 31.8280419633285 -19.9833359073546
"GENE:JGI_V11_100825" 1.35236271657619 0.231374549829789 1.1209881667464 -0.88961361691661
"GENE:JGI_V11_100837" 91.9622627823506 56.4902844425935 35.4719783397571 21.0183061028364
"GENE:JGI_V11_100849" 4.54243810580963 2.24332248394844 2.29911562186119 -0.0557931379127439
"GENE:JGI_V11_100850" 196.637538691447 82.5938768682816 114.043661823166 -31.449784954884
"GENE:JGI_V11_100888" 11.7477088718057 6.12498552463322 5.62272334717244 0.502262177460782
"GENE:JGI_V11_100890" 31.491456273914 4.03326568038354 27.4581905935304 -23.4249249131469
"GENE:JGI_V11_100907" 45.9021110457341 13.6633911643606 32.2387198813735 -18.5753287170129
"GENE:JGI_V11_100941" 124.411557142411 21.9533474146276 102.458209727784 -80.5048623131561
"GENE:JGI_V11_100944" 119.290419998166 44.9096793963944 74.380740601772 -29.4710612053777
"GENE:JGI_V11_100959" 59.0564724838354 45.7264015928444 13.330070890991 32.3963307018535
"GENE:JGI_V11_100969" 117.163812713285 58.0288050254193 59.1350076878659 -1.10620266244659
"GENE:JGI_V11_100983" 153.204109225418 91.6174044407522 61.5867047846656 30.0306996560866
"GENE:JGI_V11_100988" 4.81637488272284 2.55801729227156 2.25835759045128 0.299659701820283
"GENE:JGI_V11_100996" 73.9486536747099 24.336067987982 49.6125856867279 -25.2765176987459
"GENE:JGI_V11_101004" 26.0829707663983 8.31820156533603 17.7647692010623 -9.44656763572622
"GENE:JGI_V11_101007" 118.284472213011 83.0738441282188 35.210628084792 47.8632160434268
"GENE:JGI_V11_101019" 4.44384969172448 0.72758137113644 3.71626832058804 -2.9886869494516
"GENE:JGI_V11_101027" 53.6755017933242 27.1703929523553 26.5051088409689 0.665284111386455
"GENE:JGI_V11_101032" 109.748909969052 51.3644666439066 58.3844433251458 -7.01997668123921
"GENE:JGI_V11_101053" 35.908637025038 21.6791090650568 14.2295279599812 7.44958110507567
"GENE:JGI_V11_101072" 52.6534197921011 7.7585718212366 44.8948479708645 -37.1362761496279
"GENE:JGI_V11_101079" 20.7832048010884 9.49956498717209 11.2836398139163 -1.78407482674425
"GENE:JGI_V11_101081" 176.201236770676 122.444899798863 53.756336971813 68.6885628270501
"GENE:JGI_V11_101083" 5.90955958295569 4.14380284882737 1.76575673412832 2.37804611469905
"GENE:JGI_V11_101084" 10.764787978498 5.24446639796881 5.52032158052919 -0.275855182560385
"GENE:JGI_V11_101087" 112.192828225738 42.017974380614 70.174853845124 -28.15687946451
"GENE:JGI_V11_101112" 123.493634120669 82.8417502525374 40.6518838681321 42.1898663844053
"GENE:JGI_V11_101120" 27.6802222670372 12.4296763336286 15.2505459334086 -2.82086959977997
"GENE:JGI_V11_101128" 17.616426444764 8.58588563728932 9.03054080747466 -0.444655170185346
"GENE:JGI_V11_101154" 20.5155493576013 11.174073035667 9.34147632193431 1.83259671373269
"GENE:JGI_V11_101170" 14.4801907012143 6.1605804240657 8.31961027714856 -2.15902985308286
"GENE:JGI_V11_101171" 5.54630025968901 0.724905740652291 4.82139451903672 -4.09648877838443
"GENE:JGI_V11_101181" 21.3559334717751 4.26571481737635 17.0902186543987 -12.8245038370224
"GENE:JGI_V11_101184" 129.140607098402 48.5305575701052 80.6100495282969 -32.0794919581917
"GENE:JGI_V11_101186" 121.258004992847 21.7380944139333 99.5199105789136 -77.7818161649804
"GENE:JGI_V11_101187" 111.518530216037 47.4410970642526 64.0774331517848 -16.6363360875322
"GENE:JGI_V11_10119" 149.567168503709 78.5439986100261 71.0231698936827 7.52082871634335
"GENE:JGI_V11_101201" 11.3974625445535 3.44619604825431 7.95126649629922 -4.50507044804491
"GENE:JGI_V11_101223" 293.80179294545 190.629451152338 103.172341793112 87.4571093592253
"GENE:JGI_V11_101227" 123.736766428273 39.5569064979873 84.1798599302852 -44.6229534322979
"GENE:JGI_V11_101232" 4.51143724855594 0.719659654021606 3.79177759453434 -3.07211794051273
"GENE:JGI_V11_101239" 41.8265533592728 6.89523819149611 34.9313151677767 -28.0360769762806
"GENE:JGI_V11_101266" 44.2058912954899 1.65224934454811 42.5536419509418 -40.9013926063937
"GENE:JGI_V11_101276" 5.8787708322845 0.838420438127898 5.04035039415661 -4.20192995602871
"GENE:JGI_V11_101277" 54.8076107763773 19.3576829419297 35.4499278344476 -16.0922448925179
"GENE:JGI_V11_101288" 158.970922600586 32.8264577660746 126.144464834512 -93.3180070684372
"GENE:JGI_V11_101295" 38.5120316471756 13.1829377570494 25.3290938901262 -12.1461561330768
"GENE:JGI_V11_101309" 10.7339313546899 2.99674893714707 7.73718241754283 -4.74043348039575
"GENE:JGI_V11_101322" 17.5957176428441 9.11784571719094 8.47787192565318 0.639973791537759
"GENE:JGI_V11_101362" 11.6680279916011 2.31341779011153 9.35461020148962 -7.04119241137809
"GENE:JGI_V11_101374" 70.3147113738882 8.95469359836833 61.3600177755198 -52.4053241771515
"GENE:JGI_V11_10143" 321.218543453345 170.499649013141 150.718894440204 19.780754572937
"GENE:JGI_V11_101458" 33.5400105536133 15.0506969139972 18.4893136396161 -3.43861672561888
"GENE:JGI_V11_101466" 45.2367077461389 29.547162017298 15.689545728841 13.857616288457
"GENE:JGI_V11_101467" 4.45551220062504 1.05904863038627 3.39646357023876 -2.33741493985249
"GENE:JGI_V11_101472" 10.8623466404638 3.29422399280997 7.56812264765383 -4.27389865484386
"GENE:JGI_V11_101475" 41.3827232048604 26.1450977721056 15.2376254327548 10.9074723393508
"GENE:JGI_V11_101496" 128.061199023402 67.7872213803236 60.273977643078 7.5132437372456
"GENE:JGI_V11_101510" 57.8177124186391 23.5627684688796 34.2549439497594 -10.6921754808798
"GENE:JGI_V11_101535" 58.5837500741538 33.6553676473495 24.9283824268042 8.72698522054528
"GENE:JGI_V11_101537" 29.0739958157634 9.65483079294149 19.4191650228219 -9.76433422988041
"GENE:JGI_V11_101545" 13.3093451305893 1.00926435345077 12.3000807771385 -11.2908164236878
"GENE:JGI_V11_101570" 94.0580765315528 62.2580798362198 31.799996695333 30.4580831408868
"GENE:JGI_V11_101571" 41.7498519209416 18.7090949605578 23.0407569603838 -4.33166199982596
"GENE:JGI_V11_101585" 123.583724601365 41.9895606386927 81.5941639626725 -39.6046033239798
"GENE:JGI_V11_101612" 6.03687728865346 1.38881411306824 4.64806317558522 -3.25924906251698
"GENE:JGI_V11_101616" 34.0002479109073 16.0753016791471 17.9249462317601 -1.84964455261301
"GENE:JGI_V11_101617" 198.493237046144 20.9920080866325 177.501228959512 -156.509220872879
"GENE:JGI_V11_10162" 36.1785539711431 17.5366549088237 18.6418990623193 -1.10524415349558
"GENE:JGI_V11_101631" 36.9550446727785 23.4861403970269 13.4689042757516 10.0172361212753
"GENE:JGI_V11_101684" 166.49790576128 43.7329260556901 122.76497970559 -79.0320536498998
"GENE:JGI_V11_101710" 143.810459702285 64.5589517333983 79.2515079688863 -14.692556235488
"GENE:JGI_V11_101743" 173.78401934089 32.5934775849313 141.190541755959 -108.597064171027
"GENE:JGI_V11_101809" 9.27990533225098 3.53672417645102 5.74318115579996 -2.20645697934894
"GENE:JGI_V11_101865" 19.6122972071167 7.24306128162184 12.3692359254949 -5.12617464387306
"GENE:JGI_V11_101866" 62.9753355786352 21.9896778561781 40.985657722457 -18.9959798662789
"GENE:JGI_V11_101872" 185.432342933672 100.965643576074 84.4666993575977 16.4989442184767
"GENE:JGI_V11_101895" 122.256300752434 59.9264000617003 62.329900690734 -2.40350062903366
"GENE:JGI_V11_101933" 6.64529719691512 5.05682820462223 1.58846899229289 3.46835921232934
"GENE:JGI_V11_101955" 105.052249262504 52.8999710250983 52.1522782374058 0.7476927876925
"GENE:JGI_V11_101964" 54.6551670258643 18.9775470507832 35.6776199750812 -16.700072924298
"GENE:JGI_V11_102073" 26.9511196410889 16.2954204190378 10.6556992220511 5.63972119698665
"GENE:JGI_V11_102081" 102.58512266991 57.6442776869378 44.940844982972 12.7034327039658
"GENE:JGI_V11_102084" 105.753515657464 49.479045161622 56.2744704958423 -6.79542533422027
"GENE:JGI_V11_102093" 0.844044077227063 0.204533014457399 0.639511062769664 -0.434978048312266
"GENE:JGI_V11_102105" 2.86464217838538 0.867612292506834 1.99702988587854 -1.12941759337171
"GENE:JGI_V11_102106" 50.6326065847356 27.8329030229663 22.7997035617693 5.03319946119697
"GENE:JGI_V11_102133" 1.18875117202083 0.122920817002582 1.06583035501825 -0.94290953801567
"GENE:JGI_V11_102173" 115.229893265828 75.6411194781714 39.5887737876566 36.0523456905148
"GENE:JGI_V11_102195" 26.2991950498038 6.83961158083991 19.4595834689639 -12.619971888124
"GENE:JGI_V11_102232" 135.953885427321 55.9769552985126 79.9769301288083 -23.9999748302958
"GENE:JGI_V11_102242" 140.802983463347 103.299887058663 37.503096404684 65.7967906539793
"GENE:JGI_V11_102273" 183.752661958544 85.3550164850217 98.3976454735224 -13.0426289885008
"GENE:JGI_V11_102281" 1.84087246190167 0.544600669620598 1.29627179228107 -0.751671122660474
"GENE:JGI_V11_102301" 11.3767559592776 2.14197979673052 9.23477616254704 -7.09279636581652
"GENE:JGI_V11_102310" 149.892509483325 63.6830225767011 86.2094869066237 -22.5264643299225
"GENE:JGI_V11_102352" 4.79578762429634 3.14202299382966 1.65376463046668 1.48825836336297
"GENE:JGI_V11_102355" 119.272681911464 19.6464863015964 99.626195609868 -79.9797093082716
"GENE:JGI_V11_102387" 115.981728452787 66.170967033535 49.8107614192517 16.3602056142833
"GENE:JGI_V11_102388" 22.2187578056799 10.0945421284811 12.1242156771988 -2.02967354871766
"GENE:JGI_V11_102408" 104.083085177425 20.7915434095502 83.2915417678747 -62.4999983583245
"GENE:JGI_V11_102446" 133.332721669117 100.496001336234 32.8367203328838 67.6592810033497
"GENE:JGI_V11_102458" 31.4716922884395 14.0493081928739 17.4223840955656 -3.37307590269167
"GENE:JGI_V11_102466" 17.6061620026079 10.3857665561899 7.22039544641803 3.16537110977183
"GENE:JGI_V11_102473" 2.26567263577487 1.11078828123803 1.15488435453684 -0.0440960732988129
"GENE:JGI_V11_102489" 153.933490805146 67.1621508222861 86.7713399828595 -19.6091891605735
"GENE:JGI_V11_10253" 1.3929345100511 0.758192496192213 0.634742013858883 0.12345048233333
"GENE:JGI_V11_102570" 108.229630172793 40.7482441805499 67.4813859922429 -26.733141811693
"GENE:JGI_V11_102604" 3.61540686173522 0.244523124274518 3.3708837374607 -3.12636061318618
"GENE:JGI_V11_102626" 24.0649234848759 20.2651159856435 3.79980749923243 16.4653084864111
"GENE:JGI_V11_102646" 1.29274536928398 0.316891224642832 0.975854144641146 -0.658962919998314
"GENE:JGI_V11_102652" 2.25883530868661 0.817739606997568 1.44109570168905 -0.623356094691477
"GENE:JGI_V11_102672" 1.76765863333944 0.381170813287035 1.3864878200524 -1.00531700676537
"GENE:JGI_V11_102682" 0.103082011399604 0.0208206774778532 0.082261333921751 -0.0614406564438978
"GENE:JGI_V11_102748" 2.47879084550791 1.67401229013031 0.804778555377598 0.869233734752715
"GENE:JGI_V11_102749" 0.720762295306272 0.162226534286814 0.558535761019458 -0.396309226732643
"GENE:JGI_V11_102767" 206.066731937138 53.6388421589889 152.427889778149 -98.7890476191601
"GENE:JGI_V11_102776" 54.4671401601836 42.9411483580066 11.5259918021771 31.4151565558295
"GENE:JGI_V11_102792" 51.7190971465941 14.6637244529514 37.0553726936427 -22.3916482406912
"GENE:JGI_V11_102795" 91.8037780578423 4.95742030867403 86.8463577491683 -81.8889374404942
"GENE:JGI_V11_102843" 32.881795922567 10.7851598792408 22.0966360433262 -11.3114761640854
"GENE:JGI_V11_102847" 172.174897377811 94.4093651883013 77.7655321895102 16.6438329987911
"GENE:JGI_V11_102851" 40.5817413183718 15.5646588983921 25.0170824199797 -9.45242352158765
"GENE:JGI_V11_102943" 1.66684431369663 0.636630034838714 1.03021427885792 -0.393584244019204
"GENE:JGI_V11_103001" 3.57843840545857 1.19869818673559 2.37974021872299 -1.1810420319874
"GENE:JGI_V11_103009" 26.0382059662152 2.55252070953726 23.4856852566779 -20.9331645471407
"GENE:JGI_V11_103087" 149.586704754265 35.5298576465461 114.056847107719 -78.5269894611728
"GENE:JGI_V11_103090" 0.932695443778023 0.756087429626254 0.176608014151768 0.579479415474486
"GENE:JGI_V11_103117" 7.15825078026375 1.48828079747874 5.66996998278501 -4.18168918530627
"GENE:JGI_V11_103119" 45.6966777674218 27.6726439947762 18.0240337726456 9.64861022213065
"GENE:JGI_V11_103126" 3.35617624900161 0.480198059478223 2.87597818952339 -2.39578013004517
"GENE:JGI_V11_103145" 1.56093678341886 0.409443639321028 1.15149314409783 -0.742049504776803
"GENE:JGI_V11_103157" 8.67524495208706 3.40123186696207 5.27401308512499 -1.87278121816292
"GENE:JGI_V11_103158" 54.3081888272861 7.50066601700904 46.807522810277 -39.306856793268
"GENE:JGI_V11_103164" 160.035876607009 72.9043137780866 87.1315628289224 -14.2272490508358
"GENE:JGI_V11_103172" 94.2756785058051 51.3657187738457 42.9099597319595 8.4557590418862
"GENE:JGI_V11_103198" 119.98856898024 66.5349885237449 53.4535804564955 13.0814080672494
"GENE:JGI_V11_103202" 31.1149449045561 21.494367837424 9.62057706713213 11.8737907702918
"GENE:JGI_V11_103221" 12.6493080498424 3.67935468628561 8.96995336355684 -5.29059867727123
"GENE:JGI_V11_103239" 34.0438471498152 7.2419945950696 26.8018525547456 -19.559857959676
"GENE:JGI_V11_103271" 7.78410041193542 1.77347502508622 6.01062538684919 -4.23715036176297
"GENE:JGI_V11_103274" 11.9069106296993 6.37410475573506 5.5328058739642 0.841298881770863
"GENE:JGI_V11_103276" 61.061060674393 17.6606053522954 43.4004553220977 -25.7398499698023
"GENE:JGI_V11_103299" 192.15472599756 56.5595706212842 135.595155376276 -79.035584754992
"GENE:JGI_V11_103368" 95.3284835873042 46.5960894965993 48.7323940907049 -2.13630459410552
"GENE:JGI_V11_103372" 2.55431379648272 1.69281318078947 0.861500615693247 0.831312565096223
"GENE:JGI_V11_103417" 59.0657794599928 24.9368211907431 34.1289582692497 -9.19213707850664
"GENE:JGI_V11_103422" 8.73943879419148 1.72154698456385 7.01789180962763 -5.29634482506378
"GENE:JGI_V11_103470" 96.6603756159382 52.6752655955553 43.985110020383 8.69015557517227
"GENE:JGI_V11_103482" 47.6502347057289 6.83116971767668 40.8190649880522 -33.9878952703755
"GENE:JGI_V11_103516" 102.831960502755 38.2086475747087 64.623312928046 -26.4146653533373
"GENE:JGI_V11_103527" 70.5898742711903 23.7620757159559 46.8277985552344 -23.0657228392785
"GENE:JGI_V11_103558" 163.03227379963 83.5456875226036 79.4865862770264 4.05910124557718
"GENE:JGI_V11_103575" 111.370911880763 57.312123435464 54.0587884452993 3.25333499016466
"GENE:JGI_V11_103603" 18.4119833830465 4.5830799955446 13.8289033875019 -9.24582339195725
"GENE:JGI_V11_103715" 24.4597794970706 12.5403040440261 11.9194754530445 0.620828590981564
"GENE:JGI_V11_103725" 7.44183002854792 2.4190087669879 5.02282126156002 -2.60381249457213
"GENE:JGI_V11_103740" 78.1306296896539 9.14809335528516 68.9825363343687 -59.8344429790836
"GENE:JGI_V11_103780" 139.849273958229 100.225030051373 39.6242439068552 60.6007861445181
"GENE:JGI_V11_103826" 4.7132671397144 1.47464328277774 3.23862385693666 -1.76398057415892
"GENE:JGI_V11_103835" 9.99066559434445 2.39202784658539 7.59863774775906 -5.20660990117367
"GENE:JGI_V11_103877" 122.830661929829 51.8559476657559 70.9747142640732 -19.1187665983173
"GENE:JGI_V11_103895" 42.630567739891 22.4752285238559 20.155339216035 2.31988930782093
"GENE:JGI_V11_103920" 36.1289278074427 15.7622778328844 20.3666499745583 -4.60437214167387
"GENE:JGI_V11_103921" 49.5035037572692 34.3374422716577 15.1660614856115 19.1713807860462
"GENE:JGI_V11_103929" 6.4612900516177 1.75710622296055 4.70418382865715 -2.9470776056966
"GENE:JGI_V11_103942" 134.171273034075 79.8585343478174 54.3127386862572 25.5457956615602
"GENE:JGI_V11_103963" 6.55671253598825 1.39875651489494 5.1579560210933 -3.75919950619836
"GENE:JGI_V11_104041" 135.089320144692 76.5370940885893 58.5522260561032 17.984868032486
"GENE:JGI_V11_104073" 38.3835328053119 14.4282360460677 23.9552967592442 -9.52706071317644
"GENE:JGI_V11_104074" 8.8679342880374 5.14211182890056 3.72582245913684 1.41628936976372
"GENE:JGI_V11_104093" 15.7308051452865 10.7539435444599 4.97686160082653 5.7770819436334
"GENE:JGI_V11_104146" 82.8234335809011 63.0246152609773 19.7988183199238 43.2257969410534
"GENE:JGI_V11_104152" 9.28731555078481 1.52823498295674 7.75908056782807 -6.23084558487133
"GENE:JGI_V11_104167" 36.050118953944 15.5096675116816 20.5404514422623 -5.0307839305807
"GENE:JGI_V11_104176" 22.7663847537022 3.3622179083583 19.4041668453439 -16.0419489369856
"GENE:JGI_V11_104183" 55.8623422552981 27.9252854292793 27.9370568260188 -0.0117713967395758
"GENE:JGI_V11_104187" 2.44622849920155 0.604170113754364 1.84205838544718 -1.23788827169282
"GENE:JGI_V11_104230" 37.8668804136535 16.0406095477377 21.8262708659158 -5.78566131817814
"GENE:JGI_V11_104233" 52.1420048840682 21.4492030274629 30.6928018566053 -9.24359882914244
"GENE:JGI_V11_104270" 17.6551187436055 7.1238955668081 10.5312231767974 -3.40732760998934
"GENE:JGI_V11_104316" 78.2140032715518 43.9193177881132 34.2946854834386 9.62463230467453
"GENE:JGI_V11_104329" 155.807832112842 100.178887752787 55.6289443600548 44.5499433927323
"GENE:JGI_V11_104369" 87.6966479825363 55.3219805270139 32.3746674555225 22.9473130714914
"GENE:JGI_V11_104371" 13.0012920431969 5.04151878567785 7.95977325751904 -2.91825447184119
"GENE:JGI_V11_104373" 19.4023084575177 8.54559278478736 10.8567156727303 -2.31112288794296
"GENE:JGI_V11_104375" 22.9624157052297 2.95004317415214 20.0123725310775 -17.0623293569254
"GENE:JGI_V11_104376" 15.6680229652902 7.80026376262452 7.86775920266571 -0.0674954400411902
"GENE:JGI_V11_104438" 320.792299423383 136.148390983974 184.643908439409 -48.4955174554348
"GENE:JGI_V11_104443" 39.0583259747223 23.0947354566318 15.9635905180906 7.1311449385412
"GENE:JGI_V11_104491" 52.8450322940846 33.1294758812549 19.7155564128297 13.4139194684252
"GENE:JGI_V11_104526" 61.1485320167078 32.6772461322241 28.4712858844837 4.20596024774042
"GENE:JGI_V11_104532" 31.8249601556047 19.2617304701265 12.5632296854782 6.69850078464825
"GENE:JGI_V11_104558" 74.2306092647122 29.195379335636 45.0352299290762 -15.8398505934403
"GENE:JGI_V11_104576" 41.7323866182225 10.3738070382064 31.3585795800161 -20.9847725418096
"GENE:JGI_V11_104588" 261.994071521519 144.390724720963 117.603346800556 26.7873779204064
"GENE:JGI_V11_104592" 115.458544892006 60.853986125815 54.604558766191 6.24942735962394
"GENE:JGI_V11_104595" 74.8989946763088 61.0629085699948 13.836086106314 47.2268224636809
"GENE:JGI_V11_104600" 2.02361323274707 0.447794500552559 1.57581873219451 -1.12802423164195
"GENE:JGI_V11_104643" 52.3628727570738 20.4622165750859 31.9006561819878 -11.4384396069019
"GENE:JGI_V11_104732" 25.4661662586332 13.5496560678318 11.9165101908014 1.63314587703046
"GENE:JGI_V11_104748" 70.0267054999804 23.2810360406633 46.7456694593172 -23.4646334186539
"GENE:JGI_V11_104756" 125.70755747894 18.9882809626699 106.71927651627 -87.7309955536005
"GENE:JGI_V11_104768" 171.431627344988 81.8399620591877 89.5916652858005 -7.75170322661285
"GENE:JGI_V11_104773" 55.563572275394 17.7864834676655 37.7770888077285 -19.990605340063
"GENE:JGI_V11_104786" 57.9750004663089 32.2128287030668 25.7621717632421 6.4506569398247
"GENE:JGI_V11_104787" 20.7523778785515 7.01648443032999 13.7358934482215 -6.71940901789148
"GENE:JGI_V11_104788" 55.9563216249859 37.8179677821936 18.1383538427923 19.6796139394014
"GENE:JGI_V11_104836" 76.4793032091449 32.5579548493366 43.9213483598083 -11.3633935104717
"GENE:JGI_V11_104875" 5.58416625813407 2.89209970008878 2.69206655804529 0.200033142043494
"GENE:JGI_V11_104920" 22.7911957576454 3.29945057805532 19.49174517959 -16.1922946015347
"GENE:JGI_V11_104935" 2.25617314633667 0.63439665829019 1.62177648804648 -0.987379829756289
"GENE:JGI_V11_104939" 21.1527588898127 10.3313809852297 10.8213779045831 -0.489996919353406
"GENE:JGI_V11_104970" 119.89693406985 19.1735089342828 100.723425135568 -81.5499162012848
"GENE:JGI_V11_104980" 127.293684815158 56.1437364743081 71.1499483408497 -15.0062118665415
"GENE:JGI_V11_104981" 143.026520998299 88.41111331495 54.6154076833488 33.7957056316012
"GENE:JGI_V11_104994" 23.2818946019016 12.3242917015905 10.9576029003112 1.36668880127931
"GENE:JGI_V11_105015" 0.577590147760623 0.102760766833394 0.474829380927228 -0.372068614093834
"GENE:JGI_V11_105016" 1.04833708993662 0.138989994579476 0.909347095357143 -0.770357100777667
"GENE:JGI_V11_105042" 17.5852565592557 10.8394292418975 6.74582731735824 4.09360192453923
"GENE:JGI_V11_105048" 18.013926193477 3.98221009308191 14.0317161003951 -10.0495060073132
"GENE:JGI_V11_105067" 37.550781344115 11.1982345949356 26.3525467491794 -15.1543121542439
"GENE:JGI_V11_105090" 3.97950509919599 0.741323922887618 3.23818117630837 -2.49685725342075
"GENE:JGI_V11_105093" 17.1181530487637 6.20760071876272 10.910552330001 -4.70295161123827
"GENE:JGI_V11_105119" 1.21071229858994 0.82433065060924 0.386381647980703 0.437949002628537
"GENE:JGI_V11_105121" 7.58219139157814 1.36055302620296 6.22163836537518 -4.86108533917222
"GENE:JGI_V11_105129" 100.976142279288 18.5634370122297 82.4127052670579 -63.8492682548282
"GENE:JGI_V11_105130" 2.35214852328381 0.732159809855293 1.61998871342852 -0.887828903573222
"GENE:JGI_V11_105150" 7.66450968660746 3.26958625551135 4.39492343109611 -1.12533717558477
"GENE:JGI_V11_105152" 25.036184620335 14.0168374959744 11.0193471243606 2.99749037161378
"GENE:JGI_V11_105159" 3.48862185850267 1.07896913575728 2.40965272274539 -1.3306835869881
"GENE:JGI_V11_105168" 2.24034306614688 1.67174491788446 0.568598148262428 1.10314676962203
"GENE:JGI_V11_105183" 21.3598622764905 5.19346011402263 16.1664021624679 -10.9729420484453
"GENE:JGI_V11_105238" 13.8050154073624 6.4118524888196 7.39316291854279 -0.981310429723193
"GENE:JGI_V11_105251" 10.182611775892 6.42456882428086 3.75804295161111 2.66652587266974
"GENE:JGI_V11_105252" 2.89856565807398 0.283087624455157 2.61547803361882 -2.33239040916367
